285
0.000000	0.300000
0.020000	0.377778
0.040000	0.455556
0.060000	0.533333
0.080000	0.611111
0.100000	0.688889
0.120000	0.766667
0.140000	0.844444
0.160000	0.922222
0.180000	1.000000
0.200000	1.000000
0.220000	1.000000
0.240000	1.000000
0.260000	1.000000
0.280000	1.000000
0.300000	1.000000
0.320000	0.979412
0.340000	0.958824
0.360000	0.938235
0.380000	0.917647
0.400000	0.897059
0.420000	0.876471
0.440000	0.855882
0.460000	0.835294
0.480000	0.814706
0.500000	0.794118
0.520000	0.773529
0.540000	0.752941
0.560000	0.732353
0.580000	0.711765
0.600000	0.691176
0.620000	0.670588
0.640000	0.650000
0.660000	0.629412
0.680000	0.608824
0.700000	0.588235
0.720000	0.567647
0.740000	0.547059
0.760000	0.526471
0.780000	0.505882
0.800000	0.485294
0.820000	0.464706
0.840000	0.444118
0.860000	0.423529
0.880000	0.402941
0.900000	0.382353
0.920000	0.361765
0.940000	0.341176
0.960000	0.320588
0.980000	0.300000
1.000000	0.300000
1.020000	0.500000
1.040000	0.700000
1.060000	0.700000
1.080000	0.700000
1.100000	0.660000
1.120000	0.620000
1.140000	0.580000
1.160000	0.540000
1.180000	0.500000
1.200000	0.460000
1.220000	0.420000
1.240000	0.380000
1.260000	0.340000
1.280000	0.300000
1.300000	0.300000
1.320000	0.500000
1.340000	0.700000
1.360000	0.700000
1.380000	0.700000
1.400000	0.660000
1.420000	0.620000
1.440000	0.580000
1.460000	0.540000
1.480000	0.500000
1.500000	0.460000
1.520000	0.420000
1.540000	0.380000
1.560000	0.340000
1.580000	0.300000
1.600000	0.300000
1.620000	0.500000
1.640000	0.700000
1.660000	0.700000
1.680000	0.700000
1.700000	0.660000
1.720000	0.620000
1.740000	0.580000
1.760000	0.540000
1.780000	0.500000
1.800000	0.460000
1.820000	0.420000
1.840000	0.380000
1.860000	0.340000
1.880000	0.300000
1.900000	0.300000
1.920000	0.377778
1.940000	0.455556
1.960000	0.533333
1.980000	0.611111
2.000000	0.688889
2.020000	0.766667
2.040000	0.844444
2.060000	0.922222
2.080000	1.000000
2.100000	1.000000
2.120000	1.000000
2.140000	1.000000
2.160000	1.000000
2.180000	1.000000
2.200000	1.000000
2.220000	0.979412
2.240000	0.958824
2.260000	0.938235
2.280000	0.917647
2.300000	0.897059
2.320000	0.876471
2.340000	0.855882
2.360000	0.835294
2.380000	0.814706
2.400000	0.794118
2.420000	0.773529
2.440000	0.752941
2.460000	0.732353
2.480000	0.711765
2.500000	0.691176
2.520000	0.670588
2.540000	0.650000
2.560000	0.629412
2.580000	0.608824
2.600000	0.588235
2.620000	0.567647
2.640000	0.547059
2.660000	0.526471
2.680000	0.505882
2.700000	0.485294
2.720000	0.464706
2.740000	0.444118
2.760000	0.423529
2.780000	0.402941
2.800000	0.382353
2.820000	0.361765
2.840000	0.341176
2.860000	0.320588
2.880000	0.300000
2.900000	0.300000
2.920000	0.500000
2.940000	0.700000
2.960000	0.700000
2.980000	0.700000
3.000000	0.660000
3.020000	0.620000
3.040000	0.580000
3.060000	0.540000
3.080000	0.500000
3.100000	0.460000
3.120000	0.420000
3.140000	0.380000
3.160000	0.340000
3.180000	0.300000
3.200000	0.300000
3.220000	0.500000
3.240000	0.700000
3.260000	0.700000
3.280000	0.700000
3.300000	0.660000
3.320000	0.620000
3.340000	0.580000
3.360000	0.540000
3.380000	0.500000
3.400000	0.460000
3.420000	0.420000
3.440000	0.380000
3.460000	0.340000
3.480000	0.300000
3.500000	0.300000
3.520000	0.500000
3.540000	0.700000
3.560000	0.700000
3.580000	0.700000
3.600000	0.660000
3.620000	0.620000
3.640000	0.580000
3.660000	0.540000
3.680000	0.500000
3.700000	0.460000
3.720000	0.420000
3.740000	0.380000
3.760000	0.340000
3.780000	0.300000
3.800000	0.300000
3.820000	0.377778
3.840000	0.455556
3.860000	0.533333
3.880000	0.611111
3.900000	0.688889
3.920000	0.766667
3.940000	0.844444
3.960000	0.922222
3.980000	1.000000
4.000000	1.000000
4.020000	1.000000
4.040000	1.000000
4.060000	1.000000
4.080000	1.000000
4.100000	1.000000
4.120000	0.979412
4.140000	0.958824
4.160000	0.938235
4.180000	0.917647
4.200000	0.897059
4.220000	0.876471
4.240000	0.855882
4.260000	0.835294
4.280000	0.814706
4.300000	0.794118
4.320000	0.773529
4.340000	0.752941
4.360000	0.732353
4.380000	0.711765
4.400000	0.691176
4.420000	0.670588
4.440000	0.650000
4.460000	0.629412
4.480000	0.608824
4.500000	0.588235
4.520000	0.567647
4.540000	0.547059
4.560000	0.526471
4.580000	0.505882
4.600000	0.485294
4.620000	0.464706
4.640000	0.444118
4.660000	0.423529
4.680000	0.402941
4.700000	0.382353
4.720000	0.361765
4.740000	0.341176
4.760000	0.320588
4.780000	0.300000
4.800000	0.300000
4.820000	0.500000
4.840000	0.700000
4.860000	0.700000
4.880000	0.700000
4.900000	0.660000
4.920000	0.620000
4.940000	0.580000
4.960000	0.540000
4.980000	0.500000
5.000000	0.460000
5.020000	0.420000
5.040000	0.380000
5.060000	0.340000
5.080000	0.300000
5.100000	0.300000
5.120000	0.500000
5.140000	0.700000
5.160000	0.700000
5.180000	0.700000
5.200000	0.660000
5.220000	0.620000
5.240000	0.580000
5.260000	0.540000
5.280000	0.500000
5.300000	0.460000
5.320000	0.420000
5.340000	0.380000
5.360000	0.340000
5.380000	0.300000
5.400000	0.300000
5.420000	0.500000
5.440000	0.700000
5.460000	0.700000
5.480000	0.700000
5.500000	0.660000
5.520000	0.620000
5.540000	0.580000
5.560000	0.540000
5.580000	0.500000
5.600000	0.460000
5.620000	0.420000
5.640000	0.380000
5.660000	0.340000
5.680000	0.300000
